FECHAHORA;AMBITO;DESCRIP;CENSO;%ESCRUTADO;VOTOS;%VOTOS;%ABSTENCION;BLANCOS;%BLANCOS;NULOS;%NULOS;VALIDOS;%VALIDOS;EAJ-PNV;%EAJ-PNV;PP;%PP;EB-B;%EB-B;PH;%PH;EK-PCPE;%EK-PCPE;POSI;%POSI;UCE;%UCE;PSE-EE(PSOE);%PSE-EE(PSOE);PACMA/ATTKA;%PACMA/ATTKA;PUM+J;%PUM+J;PFyV;%PFyV;UPyD;%UPyD;EQUO;%EQUO;IU-LV;%IU-LV;Eb-Az;%Eb-Az;ONGI ETORRI;%ONGI ETORRI;EH BILDU;%EH BILDU;PYC;%PYC;HARTOS.org;%HARTOS.org;ESCAÑO_25;ASPIRANTE_1;VOTOS_NECESARIOS_1;ESCAÑOS_EAJ-PNV;ESCAÑOS_PP;ESCAÑOS_EB-B;ESCAÑOS_PH;ESCAÑOS_EK-PCPE;ESCAÑOS_POSI;ESCAÑOS_UCE;ESCAÑOS_PSE-EE(PSOE);ESCAÑOS_PACMA/ATTKA;ESCAÑOS_PUM+J;ESCAÑOS_PFyV;ESCAÑOS_UPyD;ESCAÑOS_EQUO;ESCAÑOS_IU-LV;ESCAÑOS_Eb-Az;ESCAÑOS_ONGI ETORRI;ESCAÑOS_EH BILDU;ESCAÑOS_PYC;ESCAÑOS_HARTOS.org
08/09/2016 09:18;20004;ALBIZTUR;255;100,00;149;58,43;41,57;5;3,36;0;0,00;149;100,00;78;54,17;0;0,00;2;1,39;0;0,00;0;0,00;0;0,00;0;0,00;8;5,56;0;0,00;0;0,00;0;0,00;0;0,00;1;0,69;0;0,00;0;0,00;0;0,00;55;38,19;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20005;ALEGIA;1325;100,00;881;66,49;33,51;4;0,45;2;0,23;879;99,77;278;31,77;17;1,94;17;1,94;2;0,23;0;0,00;0;0,00;0;0,00;54;6,17;1;0,11;0;0,00;0;0,00;1;0,11;4;0,46;14;1,60;4;0,46;0;0,00;483;55,21;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20006;ALKIZA;284;100,00;178;62,68;37,32;1;0,56;3;1,69;175;98,31;75;43,10;0;0,00;2;1,15;0;0,00;0;0,00;0;0,00;0;0,00;3;1,72;0;0,00;0;0,00;0;0,00;0;0,00;1;0,57;2;1,15;0;0,00;0;0,00;91;52,31;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20007;ALTZO;299;100,00;208;69,57;30,43;3;1,44;2;0,96;206;99,04;70;34,48;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,49;0;0,00;0;0,00;0;0,00;1;0,49;2;0,99;0;0,00;0;0,00;0;0,00;129;63,55;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20008;AMEZKETA;755;100,00;480;63,58;36,42;5;1,04;0;0,00;480;100,00;145;30,53;11;2,32;4;0,84;0;0,00;0;0,00;0;0,00;0;0,00;10;2,11;0;0,00;0;0,00;0;0,00;1;0,21;1;0,21;6;1,26;2;0,42;0;0,00;295;62,10;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20009;ANDOAIN;11724;100,00;7354;62,73;37,27;99;1,35;35;0,48;7319;99,52;1867;25,86;476;6,59;121;1,68;5;0,07;0;0,00;0;0,00;6;0,08;1836;25,43;29;0,40;16;0,22;0;0,00;117;1,62;61;0,84;261;3,61;100;1,39;0;0,00;2325;32,21;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20010;ANOETA;1395;100,00;994;71,25;28,75;10;1,01;6;0,60;988;99,40;291;29,75;45;4,60;17;1,74;0;0,00;0;0,00;0;0,00;0;0,00;107;10,94;2;0,20;1;0,10;0;0,00;2;0,20;6;0,61;18;1,84;16;1,64;0;0,00;473;48,38;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20011;ANTZUOLA;1692;100,00;1271;75,12;24,88;7;0,55;5;0,39;1266;99,61;402;31,93;24;1,91;14;1,11;0;0,00;0;0,00;0;0,00;0;0,00;124;9,85;0;0,00;1;0,08;0;0,00;3;0,24;5;0,40;22;1,75;4;0,32;0;0,00;660;52,41;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20012;ARAMA;149;100,00;112;75,17;24,83;1;0,89;0;0,00;112;100,00;40;36,04;1;0,90;1;0,90;0;0,00;0;0,00;0;0,00;0;0,00;4;3,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,90;0;0,00;0;0,00;64;57,66;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20013;ARETXABALETA;5389;100,00;3679;68,27;31,73;27;0,73;35;0,95;3644;99,05;1250;34,56;132;3,65;61;1,69;1;0,03;0;0,00;0;0,00;3;0,08;497;13,74;6;0,17;8;0,22;0;0,00;17;0,47;34;0,94;117;3,23;12;0,33;0;0,00;1479;40,89;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20014;ASTEASU;1108;100,00;680;61,37;38,63;5;0,74;0;0,00;680;100,00;208;30,81;15;2,22;7;1,04;0;0,00;0;0,00;0;0,00;0;0,00;44;6,52;0;0,00;0;0,00;0;0,00;0;0,00;1;0,15;9;1,33;2;0,30;0;0,00;389;57,63;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20015;ATAUN;1310;100,00;1015;77,48;22,52;14;1,38;3;0,30;1012;99,70;374;37,47;1;0,10;4;0,40;0;0,00;0;0,00;0;0,00;0;0,00;12;1,20;0;0,00;0;0,00;0;0,00;1;0,10;1;0,10;4;0,40;2;0,20;0;0,00;599;60,03;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20016;AIA;1527;100,00;1013;66,34;33,66;4;0,39;5;0,49;1008;99,51;497;49,49;9;0,90;4;0,40;0;0,00;0;0,00;0;0,00;0;0,00;15;1,49;3;0,30;0;0,00;0;0,00;2;0,20;7;0,70;9;0,90;10;1,00;0;0,00;448;44,62;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20017;AZKOITIA;8587;100,00;5872;68,38;31,62;42;0,72;28;0,48;5844;99,52;2428;41,85;246;4,24;62;1,07;11;0,19;0;0,00;0;0,00;3;0,05;628;10,82;15;0,26;6;0,10;0;0,00;26;0,45;22;0,38;88;1,52;29;0,50;0;0,00;2238;38,57;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20018;AZPEITIA;11064;100,00;7776;70,28;29,72;68;0,87;37;0,48;7739;99,52;3326;43,36;190;2,48;42;0,55;4;0,05;0;0,00;0;0,00;1;0,01;368;4,80;5;0,07;4;0,05;0;0,00;25;0,33;8;0,10;78;1,02;23;0,30;0;0,00;3597;46,88;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20019;BEASAIN;10113;100,00;6509;64,36;35,64;81;1,24;48;0,74;6461;99,26;2537;39,76;318;4,98;82;1,29;2;0,03;0;0,00;0;0,00;3;0,05;1098;17,21;25;0,39;14;0,22;0;0,00;62;0,97;54;0,85;148;2,32;44;0,69;0;0,00;1993;31,24;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20020;BEIZAMA;139;100,00;91;65,47;34,53;1;1,10;0;0,00;91;100,00;36;40,00;1;1,11;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;2;2,22;0;0,00;0;0,00;0;0,00;1;1,11;0;0,00;0;0,00;0;0,00;50;55,56;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20021;BELAUNTZA;214;100,00;118;55,14;44,86;1;0,85;0;0,00;118;100,00;41;35,04;3;2,56;0;0,00;1;0,85;0;0,00;0;0,00;0;0,00;5;4,27;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;67;57,28;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20022;BERASTEGI;836;100,00;546;65,31;34,69;7;1,28;4;0,73;542;99,27;204;38,13;8;1,50;5;0,93;0;0,00;0;0,00;0;0,00;0;0,00;22;4,11;0;0,00;0;0,00;0;0,00;0;0,00;1;0,19;0;0,00;3;0,56;0;0,00;292;54,58;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20023;BERROBI;445;100,00;280;62,92;37,08;4;1,43;0;0,00;280;100,00;67;24,28;8;2,90;7;2,54;0;0,00;0;0,00;0;0,00;0;0,00;11;3,99;0;0,00;0;0,00;0;0,00;1;0,36;2;0,72;4;1,45;1;0,36;0;0,00;175;63,40;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20024;BIDEGOIAN;397;100,00;253;63,73;36,27;1;0,40;1;0,40;252;99,60;74;29,48;9;3,59;6;2,39;1;0,40;0;0,00;0;0,00;0;0,00;2;0,80;2;0,80;0;0,00;0;0,00;1;0,40;1;0,40;2;0,80;0;0,00;0;0,00;153;60,94;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20025;ZEGAMA;1162;100,00;832;71,60;28,40;7;0,84;5;0,60;827;99,40;365;44,51;3;0,37;6;0,73;0;0,00;0;0,00;0;0,00;0;0,00;8;0,98;4;0,49;1;0,12;0;0,00;1;0,12;2;0,24;8;0,98;4;0,49;0;0,00;418;50,97;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20026;ZERAIN;211;100,00;177;83,89;16,11;1;0,56;2;1,13;175;98,87;81;46,55;0;0,00;0;0,00;1;0,57;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,57;0;0,00;1;0,57;1;0,57;0;0,00;0;0,00;0;0,00;89;51,17;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20027;ZESTOA;2797;100,00;1924;68,79;31,21;20;1,04;6;0,31;1918;99,69;748;39,41;19;1,00;18;0,95;0;0,00;0;0,00;0;0,00;1;0,05;71;3,74;4;0,21;5;0,26;0;0,00;6;0,32;4;0,21;18;0,95;8;0,42;0;0,00;996;52,48;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20028;ZIZURKIL;2245;100,00;1440;64,14;35,86;31;2,15;7;0,49;1433;99,51;439;31,31;58;4,14;16;1,14;1;0,07;0;0,00;0;0,00;3;0,21;189;13,48;4;0,29;3;0,21;0;0,00;9;0,64;2;0,14;34;2,43;5;0,36;0;0,00;639;45,58;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20029;DEBA;4266;100,00;3042;71,31;28,69;35;1,15;13;0,43;3029;99,57;1213;40,51;101;3,37;49;1,64;4;0,13;0;0,00;0;0,00;0;0,00;254;8,48;7;0,23;1;0,03;0;0,00;19;0,63;15;0,50;59;1,97;16;0,53;0;0,00;1256;41,98;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20030;EIBAR;22013;100,00;14517;65,95;34,05;182;1,25;82;0,56;14435;99,44;4250;29,83;1150;8,07;236;1,66;9;0,06;0;0,00;0;0,00;8;0,06;3954;27,74;39;0,27;23;0,16;0;0,00;124;0,87;99;0,69;415;2,91;107;0,75;0;0,00;3839;26,93;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20031;ELDUAIN;181;100,00;121;66,85;33,15;0;0,00;0;0,00;121;100,00;44;36,36;1;0,83;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,83;0;0,00;0;0,00;0;0,00;0;0,00;2;1,65;1;0,83;0;0,00;0;0,00;72;59,50;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20032;ELGOIBAR;8902;100,00;6036;67,80;32,20;70;1,16;41;0,68;5995;99,32;2328;39,29;354;5,97;56;0,95;3;0,05;0;0,00;0;0,00;3;0,05;988;16,68;6;0,10;4;0,07;0;0,00;38;0,64;24;0,41;112;1,89;50;0,84;0;0,00;1959;33,06;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20033;ELGETA;874;100,00;668;76,43;23,57;5;0,75;7;1,05;661;98,95;254;38,72;14;2,13;8;1,22;0;0,00;0;0,00;0;0,00;0;0,00;17;2,59;0;0,00;1;0,15;0;0,00;1;0,15;6;0,91;18;2,74;4;0,61;0;0,00;333;50,78;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20034;ESKORIATZA;3169;100,00;2031;64,09;35,91;11;0,54;9;0,44;2022;99,56;636;31,63;64;3,18;38;1,89;3;0,15;0;0,00;0;0,00;3;0,15;407;20,24;3;0,15;5;0,25;0;0,00;4;0,20;19;0,94;85;4,23;10;0,50;0;0,00;734;36,49;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20035;EZKIO-ITSASO;493;100,00;338;68,56;31,44;3;0,89;0;0,00;338;100,00;123;36,72;2;0,60;1;0,30;0;0,00;0;0,00;0;0,00;0;0,00;5;1,49;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;5;1,49;0;0,00;0;0,00;199;59,40;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20036;HONDARRIBIA;12753;100,00;8404;65,90;34,10;138;1,64;49;0,58;8355;99,42;3911;47,59;629;7,65;115;1,40;8;0,10;0;0,00;0;0,00;3;0,04;1036;12,61;22;0,27;17;0,21;0;0,00;98;1,19;54;0,66;180;2,19;111;1,35;0;0,00;2033;24,74;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20037;GAINTZA;102;100,00;75;73,53;26,47;3;4,00;0;0,00;75;100,00;33;45,83;0;0,00;2;2,78;0;0,00;0;0,00;0;0,00;0;0,00;1;1,39;1;1,39;0;0,00;0;0,00;0;0,00;1;1,39;0;0,00;0;0,00;0;0,00;34;47,22;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20038;GABIRIA;383;100,00;290;75,72;24,28;2;0,69;3;1,03;287;98,97;116;40,70;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,40;1;0,35;0;0,00;0;0,00;0;0,00;0;0,00;1;0,35;0;0,00;0;0,00;162;56,85;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20039;GETARIA;2017;100,00;1571;77,89;22,11;14;0,89;1;0,06;1570;99,94;701;45,05;24;1,54;6;0,39;0;0,00;0;0,00;0;0,00;0;0,00;43;2,76;2;0,13;1;0,06;0;0,00;3;0,19;2;0,13;14;0,90;12;0,77;0;0,00;748;48,08;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20040;HERNANI;15108;100,00;9491;62,82;37,18;136;1,43;67;0,71;9424;99,29;2203;23,72;456;4,91;117;1,26;5;0,05;0;0,00;0;0,00;11;0,12;1490;16,04;31;0,33;10;0,11;0;0,00;79;0,85;76;0,82;230;2,48;92;0,99;0;0,00;4488;48,32;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20041;HERNIALDE;277;100,00;156;56,32;43,68;0;0,00;0;0,00;156;100,00;59;37,82;1;0,64;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;3;1,92;0;0,00;0;0,00;0;0,00;1;0,64;5;3,21;1;0,64;2;1,28;0;0,00;84;53,85;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20042;IBARRA;3352;100,00;2097;62,56;37,44;27;1,29;7;0,33;2090;99,67;638;30,93;89;4,31;41;1,99;3;0,15;0;0,00;0;0,00;5;0,24;287;13,91;5;0,24;3;0,15;0;0,00;12;0,58;11;0,53;45;2,18;19;0,92;0;0,00;905;43,87;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20043;IDIAZABAL;1761;100,00;1248;70,87;29,13;16;1,28;5;0,40;1243;99,60;582;47,44;31;2,53;9;0,73;1;0,08;0;0,00;0;0,00;0;0,00;33;2,69;3;0,24;2;0,16;0;0,00;3;0,24;7;0,57;6;0,49;4;0,33;0;0,00;546;44,50;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20044;IKAZTEGIETA;367;100,00;247;67,30;32,70;2;0,81;0;0,00;247;100,00;79;32,24;3;1,22;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;13;5,31;4;1,63;2;0,82;0;0,00;0;0,00;0;0,00;2;0,82;0;0,00;0;0,00;142;57,96;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20045;IRUN;46524;100,00;28235;60,69;39,31;448;1,59;224;0,79;28011;99,21;7478;27,13;3536;12,83;492;1,79;46;0,17;0;0,00;0;0,00;23;0,08;8691;31,52;144;0,52;66;0,24;0;0,00;829;3,01;266;0,97;1184;4,30;336;1,22;0;0,00;4472;16,22;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20046;IRURA;1159;100,00;788;67,99;32,01;19;2,41;4;0,51;784;99,49;283;36,99;25;3,27;13;1,70;1;0,13;0;0,00;0;0,00;0;0,00;69;9,02;1;0,13;1;0,13;0;0,00;12;1,57;5;0,65;12;1,57;4;0,52;0;0,00;339;44,32;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20047;ITSASONDO;484;100,00;325;67,15;32,85;1;0,31;4;1,23;321;98,77;107;33,44;6;1,88;1;0,31;1;0,31;0;0,00;0;0,00;0;0,00;19;5,94;3;0,94;4;1,25;0;0,00;1;0,31;1;0,31;2;0,63;0;0,00;0;0,00;175;54,68;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20048;LARRAUL;174;100,00;110;63,22;36,78;2;1,82;0;0,00;110;100,00;23;21,30;1;0,93;2;1,85;0;0,00;0;0,00;0;0,00;0;0,00;6;5,56;0;0,00;1;0,93;0;0,00;0;0,00;1;0,93;1;0,93;1;0,93;0;0,00;72;66,64;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20049;LAZKAO;4098;100,00;2700;65,89;34,11;46;1,70;12;0,44;2688;99,56;909;34,41;74;2,80;43;1,63;2;0,08;0;0,00;0;0,00;0;0,00;386;14,61;7;0,26;4;0,15;0;0,00;17;0,64;13;0,49;33;1,25;13;0,49;0;0,00;1141;43,19;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20050;LEABURU;282;100,00;201;71,28;28,72;2;1,00;2;1,00;199;99,00;67;34,01;3;1,52;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;127;64,47;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20051;LEGAZPI;6993;100,00;4671;66,80;33,20;53;1,13;46;0,98;4625;99,02;1639;35,84;256;5,60;94;2,06;6;0,13;0;0,00;0;0,00;1;0,02;838;18,33;10;0,22;14;0,31;0;0,00;37;0,81;66;1,44;125;2,73;30;0,66;0;0,00;1456;31,85;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20052;LEGORRETA;1145;100,00;799;69,78;30,22;12;1,50;2;0,25;797;99,75;292;37,20;23;2,93;8;1,02;0;0,00;0;0,00;0;0,00;0;0,00;59;7,52;0;0,00;2;0,25;0;0,00;1;0,13;2;0,25;13;1,66;8;1,02;0;0,00;377;48,02;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20053;LEZO;4826;100,00;2744;56,86;43,14;43;1,57;28;1,02;2716;98,98;716;26,79;101;3,78;51;1,91;2;0,07;0;0,00;0;0,00;1;0,04;400;14,96;8;0,30;5;0,19;0;0,00;50;1,87;15;0,56;82;3,07;32;1,20;0;0,00;1210;45,26;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20054;LIZARTZA;465;100,00;350;75,27;24,73;7;2,00;0;0,00;350;100,00;67;19,53;9;2,62;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,29;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;4;1,17;0;0,00;0;0,00;262;76,39;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20055;ARRASATE / MONDRAGON;17704;100,00;11394;64,36;35,64;123;1,08;72;0,63;11322;99,37;3361;30,01;561;5,01;207;1,85;10;0,09;0;0,00;0;0,00;7;0,06;2272;20,29;23;0,21;22;0,20;0;0,00;56;0,50;69;0,62;440;3,93;61;0,54;0;0,00;4110;36,69;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20056;MUTRIKU;4002;100,00;2688;67,17;32,83;45;1,67;17;0,63;2671;99,37;1104;42,04;83;3,16;36;1,37;2;0,08;0;0,00;0;0,00;1;0,04;122;4,65;6;0,23;3;0,11;0;0,00;1;0,04;34;1,29;24;0,91;6;0,23;0;0,00;1204;45,85;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20057;MUTILOA;192;100,00;121;63,02;36,98;2;1,65;0;0,00;121;100,00;40;33,61;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,84;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;1;0,84;1;0,84;0;0,00;76;63,87;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20058;OLABERRIA;765;100,00;509;66,54;33,46;5;0,98;1;0,20;508;99,80;170;33,80;35;6,96;4;0,80;0;0,00;0;0,00;0;0,00;0;0,00;96;19,09;3;0,60;0;0,00;0;0,00;4;0,80;4;0,80;16;3,18;0;0,00;0;0,00;171;33,97;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20059;OÑATI;8846;100,00;6408;72,44;27,56;50;0,78;19;0,30;6389;99,70;2463;38,85;197;3,11;74;1,17;1;0,02;0;0,00;0;0,00;1;0,02;423;6,67;1;0,02;7;0,11;0;0,00;7;0,11;27;0,43;97;1,53;31;0,49;0;0,00;3010;47,47;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20060;OREXA;89;100,00;80;89,89;10,11;1;1,25;2;2,50;78;97,50;2;2,60;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;75;97,40;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20061;ORIO;4047;100,00;2729;67,43;32,57;26;0,95;9;0,33;2720;99,67;1302;48,32;55;2,04;29;1,08;1;0,04;0;0,00;0;0,00;0;0,00;175;6,50;5;0,19;3;0,11;0;0,00;2;0,07;14;0,52;46;1,71;32;1,19;0;0,00;1030;38,23;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20062;ORMAIZTEGI;990;100,00;714;72,12;27,88;10;1,40;0;0,00;714;100,00;300;42,61;24;3,41;7;0,99;0;0,00;0;0,00;0;0,00;0;0,00;30;4,26;0;0,00;4;0,57;0;0,00;3;0,43;3;0,43;4;0,57;8;1,14;0;0,00;321;45,59;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20063;OIARTZUN;7874;100,00;5358;68,05;31,95;48;0,90;13;0,24;5345;99,76;1361;25,69;164;3,10;53;1,00;0;0,00;0;0,00;0;0,00;1;0,02;317;5,98;10;0,19;1;0,02;0;0,00;20;0,38;32;0,60;77;1,45;34;0,64;0;0,00;3227;60,93;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/09/2016 09:18;20064;PASAIA;12384;100,00;7124;57,53;42,47;127;1,78;60;0,84;7064;99,16;1913;27,58;525;7,57;117;1,69;12;0,17;0;0,00;0;0,00;6;0,09;1435;20,69;53;0,76;15;0,22;0;0,00;126;1,82;63;0,91;297;4,28;128;1,85;0;0,00;2247;32,37;0;0,00;0;0,00;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
